Date/Time,Hs,Hmax,Tz,Tp,Peak Direction,SST
1/24/2018 0:30,0.82,1.33,4.619,8.135,112,26.5
1/24/2018 1:00,0.757,1.23,4.364,7.885,102,26.5
1/24/2018 1:30,0.741,1.08,4.399,10.285,106,26.45
1/24/2018 2:00,0.793,1.42,4.92,8.891,112,26.45
1/24/2018 2:30,0.754,1.37,4.662,8.814,101,26.45
1/24/2018 3:00,0.755,1.64,4.479,4.409,122,26.45
1/24/2018 3:30,0.764,1.21,4.807,8.439,125,26.45
1/24/2018 4:00,0.754,1.31,4.977,9.277,118,26.45
1/24/2018 4:30,0.735,1.22,4.741,8.575,111,26.45
1/24/2018 5:00,0.687,1.16,4.703,7.078,98,26.45
1/24/2018 5:30,0.682,1.09,5.152,7.843,101,26.45
1/24/2018 6:00,0.674,1.11,4.995,9.658,92,26.45
1/24/2018 6:30,0.671,1.08,4.911,7.98,88,26.45
1/24/2018 7:00,0.665,1.04,4.865,8.393,88,26.45
1/24/2018 7:30,0.669,1.14,5.017,8.907,91,26.45
1/24/2018 8:00,0.654,1.06,5.073,7.308,98,26.5
1/24/2018 8:30,0.647,1.3,5.238,7.687,95,26.55
1/24/2018 9:00,0.637,1.21,4.841,7.74,91,26.6
1/24/2018 9:30,0.637,1.02,5.118,7.829,90,26.65
1/24/2018 10:00,0.596,0.96,4.673,8.978,95,26.8
1/24/2018 10:30,0.674,1.05,5.429,8.614,88,26.75
1/24/2018 11:00,0.621,1.06,5.216,8.534,92,26.85
1/24/2018 11:30,0.63,1.04,5.141,9.333,92,26.85
1/24/2018 12:00,0.613,1.13,4.762,7.987,91,26.95
1/24/2018 12:30,0.603,1.01,4.741,8.834,87,27.05
1/24/2018 13:00,0.617,1.1,4.568,7.594,99,27
1/24/2018 13:30,0.618,1.05,4.794,9.288,95,27.1
1/24/2018 14:00,0.618,0.96,4.652,8.165,92,27.1
1/24/2018 14:30,0.603,0.98,4.571,10.178,99,27.1
1/24/2018 15:00,0.645,1.03,4.959,7.523,102,27.15
1/24/2018 15:30,0.616,0.94,4.41,8.864,99,27.15
1/24/2018 16:00,0.659,1.02,4.737,12.121,118,27.05
1/24/2018 16:30,0.627,1.03,4.201,12.916,132,27
1/24/2018 17:00,0.638,1.06,4.28,9.3,133,27
1/24/2018 17:30,0.659,1.15,4.16,8.496,97,26.95
1/24/2018 18:00,0.678,1.24,4.205,8.758,99,26.95
1/24/2018 18:30,0.695,1.54,4.336,7.909,97,27
1/24/2018 19:00,0.715,1.16,4.317,8.968,102,26.85
1/24/2018 19:30,0.726,1.26,4.176,8.419,97,26.85
1/24/2018 20:00,0.759,1.28,4.403,8.629,115,26.8
1/24/2018 20:30,0.764,1.13,4.441,8.454,144,26.75
1/24/2018 21:00,0.793,1.51,4.252,7.945,95,26.7
1/24/2018 21:30,0.814,1.45,4.234,8.856,92,26.7
1/24/2018 22:00,0.826,1.52,4.249,4.274,71,26.65
1/24/2018 22:30,0.82,1.4,4.385,4.317,71,26.65
1/24/2018 23:00,0.843,1.51,4.359,4.606,78,26.65
1/24/2018 23:30,0.83,1.4,4.308,4.938,59,26.65
1/25/2018 0:00,0.869,1.32,4.345,4.714,64,26.6
1/25/2018 0:30,0.896,1.47,4.333,4.611,70,26.65
1/25/2018 1:00,0.896,1.52,4.355,4.703,60,26.65
1/25/2018 1:30,0.923,1.47,4.455,4.824,66,26.65
1/25/2018 2:00,0.849,1.38,4.435,4.676,61,26.65
1/25/2018 2:30,0.898,1.39,4.671,4.949,64,26.65
1/25/2018 3:00,0.896,1.52,4.531,4.596,60,26.6
1/25/2018 3:30,0.894,1.57,4.526,5.2,59,26.6
1/25/2018 4:00,0.842,1.31,4.753,4.495,71,26.6
1/25/2018 4:30,0.876,1.46,4.685,4.823,64,26.6
1/25/2018 5:00,0.805,1.81,4.789,5.356,56,26.6
1/25/2018 5:30,0.829,1.51,4.572,4.975,128,26.6
1/25/2018 6:00,0.837,1.31,4.768,4.932,63,26.6
1/25/2018 6:30,0.864,1.34,4.778,5.118,64,26.6
1/25/2018 7:00,0.877,1.68,5.211,6.552,123,26.6
1/25/2018 7:30,0.838,1.33,4.952,5.086,60,26.65
1/25/2018 8:00,0.819,1.26,5.041,5.965,57,26.65
1/25/2018 8:30,0.81,1.43,4.977,5.344,50,26.7
1/25/2018 9:00,0.869,1.5,5.214,5.78,54,26.75
1/25/2018 9:30,0.821,1.43,5.481,6.58,59,26.85
1/25/2018 10:00,0.839,1.49,4.994,6.543,49,26.95
1/25/2018 10:30,0.85,1.29,5.356,6.771,45,27.05
1/25/2018 11:00,0.856,1.33,5.212,6.107,49,27.1
1/25/2018 11:30,0.804,1.46,5.095,5.992,53,27.2
1/25/2018 12:00,0.81,1.33,5.164,5.629,53,27.1
1/25/2018 12:30,0.823,1.63,4.986,6.569,52,27.2
1/25/2018 13:00,0.836,1.49,5.021,6.318,49,27.15
1/25/2018 13:30,0.837,1.47,4.908,5.585,54,27.15
1/25/2018 14:00,0.814,1.29,4.634,5.794,60,27.25
1/25/2018 14:30,0.84,1.35,4.723,6.357,56,27.25
1/25/2018 15:00,0.856,1.55,4.619,6.57,43,27.25
1/25/2018 15:30,0.859,1.29,4.543,5.638,59,27.15
1/25/2018 16:00,0.911,1.63,4.636,6.534,49,27.15
1/25/2018 16:30,0.92,1.47,4.832,6.748,49,27.15
1/25/2018 17:00,0.952,1.66,4.904,6.562,47,27.1
1/25/2018 17:30,0.949,1.69,4.816,6.367,40,27.05
1/25/2018 18:00,0.927,1.79,4.906,6.547,43,27.05
1/25/2018 18:30,0.877,1.35,4.815,6.582,52,27
1/25/2018 19:00,0.913,1.51,4.764,6.339,47,26.95
1/25/2018 19:30,0.915,1.51,4.76,6.372,43,26.9
1/25/2018 20:00,0.927,1.52,4.79,6.779,49,26.9
1/25/2018 20:30,0.933,1.51,4.664,5.973,40,26.9
1/25/2018 21:00,0.909,1.51,4.691,6.721,40,26.85
1/25/2018 21:30,0.911,1.53,4.784,6.142,49,26.9
1/25/2018 22:00,0.9,1.6,4.744,6.365,49,26.85
1/25/2018 22:30,0.922,1.63,4.769,6.942,43,26.85
1/25/2018 23:00,0.934,1.57,4.739,5.952,45,26.8
1/25/2018 23:30,1.008,1.73,4.841,6.835,46,26.8
1/26/2018 0:00,0.989,1.44,4.972,6.407,46,26.8
1/26/2018 0:30,0.964,1.72,4.95,6.491,50,26.75
1/26/2018 1:00,0.98,1.54,4.791,6.686,40,26.75
1/26/2018 1:30,0.939,1.53,4.816,7.421,40,26.75
1/26/2018 2:00,0.919,1.6,4.791,6.154,50,26.75
1/26/2018 2:30,0.954,1.68,4.996,7.071,54,26.8
1/26/2018 3:00,0.893,1.84,4.955,6.804,45,26.75
1/26/2018 3:30,0.882,1.46,4.88,7.041,46,26.8
1/26/2018 4:00,0.898,1.38,5.058,7.233,46,26.75
1/26/2018 4:30,0.87,1.37,5.33,6.358,53,26.75
1/26/2018 5:00,0.844,1.54,5.135,6.203,50,26.75
1/26/2018 5:30,0.886,1.58,5.22,6.358,45,26.8
1/26/2018 6:00,0.885,1.5,5.478,7.879,45,26.85
1/26/2018 6:30,0.9,1.59,5.195,6.76,49,26.9
1/26/2018 7:00,0.892,1.33,5.288,8.154,46,26.95
1/26/2018 7:30,0.945,1.51,5.349,6.75,43,26.95
1/26/2018 8:00,0.909,1.49,5.492,7.619,46,27
1/26/2018 8:30,0.869,1.5,5.266,6.346,43,27.1
1/26/2018 9:00,0.905,1.75,5.1,6.37,45,27.15
1/26/2018 9:30,0.85,1.23,5.207,6.335,45,27.15
1/26/2018 10:00,0.911,1.49,5.447,7.577,38,27.2
1/26/2018 10:30,0.952,1.68,5.397,7.528,43,27.25
1/26/2018 11:00,0.881,1.43,5.371,7.773,38,27.3
1/26/2018 11:30,0.886,1.42,5.176,7.338,40,27.3
1/26/2018 12:00,0.966,1.52,5.439,7.236,38,27.4
1/26/2018 12:30,0.923,1.43,5.475,7.528,42,27.45
1/26/2018 13:00,0.941,1.54,5.426,7.267,38,27.5
1/26/2018 13:30,0.899,1.55,5.141,7.607,40,27.5
1/26/2018 14:00,0.921,1.51,5.202,6.964,46,27.55
1/26/2018 14:30,0.908,1.5,5.15,7.247,52,27.5
1/26/2018 15:00,0.89,1.63,5.128,7.294,40,27.45
1/26/2018 15:30,0.856,1.47,4.952,7.507,45,27.5
1/26/2018 16:00,0.875,1.32,5.076,6.825,45,27.4
1/26/2018 16:30,0.874,1.39,5.074,7.53,49,27.35
1/26/2018 17:00,0.857,1.3,4.962,6.922,42,27.35
1/26/2018 17:30,0.93,1.39,4.962,7.022,49,27.3
1/26/2018 18:00,0.878,1.28,5.093,6.81,49,27.3
1/26/2018 18:30,0.874,1.54,5.051,6.98,49,27.25
1/26/2018 19:00,0.923,1.49,5.02,7.461,50,27.25
1/26/2018 19:30,0.897,1.61,4.981,6.564,46,27.2
1/26/2018 20:00,0.956,1.68,5.035,6.38,40,27.15
1/26/2018 20:30,0.958,1.6,5.121,7.149,49,27.1
1/26/2018 21:00,0.947,1.59,5.124,6.926,42,27.1
1/26/2018 21:30,0.968,1.73,4.929,7.016,57,27.05
1/26/2018 22:00,1.015,1.79,4.821,6.79,45,27
1/26/2018 22:30,1.011,1.76,5.07,7.493,47,27
1/26/2018 23:00,0.938,1.45,4.618,7.799,57,27
1/26/2018 23:30,1.034,2.02,5.004,7.192,52,27
1/27/2018 0:00,1.009,1.68,4.97,6.493,52,26.95
1/27/2018 0:30,1.042,1.94,4.794,7.022,49,26.95
1/27/2018 1:00,0.969,1.69,4.713,7.543,52,26.9
1/27/2018 1:30,1.005,1.49,4.67,7.261,49,26.9
1/27/2018 2:00,1.093,1.65,4.936,6.174,60,26.9
1/27/2018 2:30,1.036,1.68,4.946,7.528,64,26.9
1/27/2018 3:00,1.113,1.75,4.976,7.847,66,26.9
1/27/2018 3:30,1.139,2.06,4.768,7.251,56,26.9
1/27/2018 4:00,1.151,2.13,4.861,5.511,60,26.9
1/27/2018 4:30,1.155,1.83,5.034,6.749,50,26.9
1/27/2018 5:00,1.167,1.96,4.983,7.311,53,26.9
1/27/2018 5:30,1.155,1.92,5.031,7.237,47,26.9
1/27/2018 6:00,1.185,1.96,5.228,7.409,63,26.9
1/27/2018 6:30,1.246,2.16,5.307,7.824,54,26.9
1/27/2018 7:00,1.306,2.02,5.414,7.593,59,26.85
1/27/2018 7:30,1.278,2.2,5.375,7.268,50,26.85
1/27/2018 8:00,1.327,2.08,5.48,7.527,57,26.9
1/27/2018 8:30,1.242,2.07,5.304,7.193,53,26.9
1/27/2018 9:00,1.301,2.12,5.249,7.452,59,26.9
1/27/2018 9:30,1.338,2.01,5.54,7.507,57,26.95
1/27/2018 10:00,1.313,2.42,5.137,7.14,61,27
1/27/2018 10:30,1.381,2.49,5.268,7.026,57,27
1/27/2018 11:00,1.328,1.98,5.236,6.816,60,27.05
1/27/2018 11:30,1.353,2.32,5.249,7.55,56,27.05
1/27/2018 12:00,1.32,2,5.231,7.245,60,27.05
1/27/2018 12:30,1.433,2.39,5.379,7.459,57,27.1
1/27/2018 13:00,1.362,2.54,5.371,7.502,61,27.15
1/27/2018 13:30,1.366,2.34,5.331,7.795,60,27.15
1/27/2018 14:00,1.464,2.32,5.216,8.147,61,27.15
1/27/2018 14:30,1.506,2.85,5.248,7.526,61,27.15
1/27/2018 15:00,1.672,2.57,5.447,7.231,57,27.15
1/27/2018 15:30,1.471,2.44,5.336,7.091,64,27.15
1/27/2018 16:00,1.505,2.48,5.433,7.578,60,27.1
1/27/2018 16:30,1.776,2.58,5.809,7.584,61,27.1
1/27/2018 17:00,1.537,2.4,5.444,7.637,60,27.05
1/27/2018 17:30,1.665,2.95,5.465,7.588,54,27.05
1/27/2018 18:00,1.529,2.44,5.401,7.907,64,27.05
1/27/2018 18:30,1.623,2.64,5.562,8.126,64,27
1/27/2018 19:00,1.497,2.93,5.112,7.564,63,27
1/27/2018 19:30,1.637,2.74,5.356,7.845,61,27
1/27/2018 20:00,1.579,2.95,5.51,7.248,66,27
1/27/2018 20:30,1.589,2.69,5.33,7.808,66,26.95
1/27/2018 21:00,1.586,2.54,5.446,7.341,66,26.95
1/27/2018 21:30,1.742,2.91,5.727,7.784,66,26.95
1/27/2018 22:00,1.609,3,5.453,7.842,67,26.95
1/27/2018 22:30,1.647,2.86,5.476,8.026,67,26.95
1/27/2018 23:00,1.622,2.89,5.452,8.13,71,26.95
1/27/2018 23:30,1.631,2.81,5.492,8.561,77,26.95
1/28/2018 0:00,1.539,2.6,5.203,7.821,71,26.95
1/28/2018 0:30,1.659,2.95,5.713,7.892,71,26.9
1/28/2018 1:00,1.549,2.59,5.338,8.151,73,26.9
1/28/2018 1:30,1.657,2.77,5.459,8.173,77,26.9
1/28/2018 2:00,1.798,2.78,5.639,7.851,78,26.9
1/28/2018 2:30,1.722,2.74,5.616,7.526,78,26.9
1/28/2018 3:00,1.618,2.58,5.488,8.06,77,26.85
1/28/2018 3:30,1.8,2.93,5.672,8.641,83,26.85
1/28/2018 4:00,1.698,2.67,5.467,8.279,80,26.85
1/28/2018 4:30,1.648,2.53,5.57,8.502,78,26.85
1/28/2018 5:00,1.577,2.82,5.417,8.506,85,26.85
1/28/2018 5:30,1.738,2.82,5.816,8.322,66,26.85
1/28/2018 6:00,1.828,3.08,5.819,8.496,77,26.85
1/28/2018 6:30,1.639,3.05,5.568,8.199,78,26.85
1/28/2018 7:00,1.622,2.79,5.701,8.367,78,26.85
1/28/2018 7:30,1.676,2.59,5.764,8.847,78,26.85
1/28/2018 8:00,1.642,2.88,5.532,7.575,78,26.85
1/28/2018 8:30,1.667,2.77,5.498,7.571,77,26.85
1/28/2018 9:00,1.776,2.77,5.891,8.238,77,26.85
1/28/2018 9:30,1.739,2.8,5.734,7.85,80,26.9
1/28/2018 10:00,1.756,3.28,5.679,8.816,71,26.9
1/28/2018 10:30,1.683,2.66,5.495,7.916,80,26.95
1/28/2018 11:00,1.739,2.86,5.89,8.232,74,27
1/28/2018 11:30,1.689,2.892,5.589,8.132,80,27
1/28/2018 12:00,1.809,2.71,5.614,7.879,74,27
1/28/2018 12:30,1.743,2.92,5.342,7.864,84,27
1/28/2018 13:00,1.911,3,5.787,7.838,77,27.05
1/28/2018 13:30,1.77,3.02,5.451,7.593,80,27.05
1/28/2018 14:00,1.851,3.06,5.635,9.182,77,27.1
1/28/2018 14:30,1.776,2.89,5.431,7.948,78,27.1
1/28/2018 15:00,1.743,2.83,5.381,9.237,80,27.1
1/28/2018 15:30,1.572,3.06,5.454,8.679,85,27.1
1/28/2018 16:00,1.725,3.37,5.736,7.903,73,27.1
1/28/2018 16:30,1.688,2.67,5.726,7.877,81,27.1
1/28/2018 17:00,1.568,2.6,5.574,8.823,80,27.1
1/28/2018 17:30,1.707,2.72,5.903,8.934,78,27.05
1/28/2018 18:00,1.769,3.03,5.661,8.405,85,27.05
1/28/2018 18:30,1.74,3.27,5.688,8.616,77,27.05
1/28/2018 19:00,1.705,2.6,5.562,8.883,88,27.05
1/28/2018 19:30,1.754,2.9,5.473,8.162,83,27.05
1/28/2018 20:00,1.856,2.86,5.814,8.19,80,27
1/28/2018 20:30,1.821,2.85,5.541,8.809,92,27
1/28/2018 21:00,1.861,3.02,5.556,8.094,80,27
1/28/2018 21:30,1.967,3.3,5.993,8.468,83,27
1/28/2018 22:00,1.829,3.02,5.607,8.143,87,27
1/28/2018 22:30,1.837,3.22,5.701,8.187,92,27
1/28/2018 23:00,1.914,2.85,5.729,8.183,85,27
1/28/2018 23:30,1.82,3.35,5.386,7.657,85,27
1/29/2018 0:00,1.977,3.79,5.67,8.226,87,27
1/29/2018 0:30,1.965,3.46,5.669,8.87,84,27
1/29/2018 1:00,1.945,2.95,5.756,7.989,85,27
1/29/2018 1:30,1.85,2.82,5.475,9.115,88,26.95
1/29/2018 2:00,1.899,3.67,5.878,8.088,92,26.95
1/29/2018 2:30,1.955,2.84,5.924,7.89,84,26.95
1/29/2018 3:00,2.057,3.41,6.16,8.202,84,26.95
1/29/2018 3:30,1.817,3.89,6.094,8.653,88,26.95
1/29/2018 4:00,1.962,3.02,6.153,8.51,90,26.95
1/29/2018 4:30,1.938,3.39,5.918,8.819,95,26.95
1/29/2018 5:00,1.953,3.33,5.748,8.568,81,26.95
1/29/2018 5:30,1.882,3.42,5.83,8.72,84,26.95
1/29/2018 6:00,1.98,3.544,5.863,8.748,83,26.95
1/29/2018 6:30,1.914,3.58,6.021,8.633,87,26.95
1/29/2018 7:00,1.878,3.45,5.747,7.9,83,26.95
1/29/2018 7:30,2.009,3.94,5.726,8.54,88,26.95
1/29/2018 8:00,1.868,2.73,5.797,8.306,81,26.95
1/29/2018 8:30,2.052,3.59,5.96,8.258,84,26.95
1/29/2018 9:00,2.056,3.82,5.915,8.578,83,27
1/29/2018 9:30,1.935,3.28,5.863,8.192,75,27
1/29/2018 10:00,2.003,3.46,5.651,8.692,92,27
1/29/2018 10:30,1.881,2.98,5.896,8.155,81,27
1/29/2018 11:00,1.876,3.07,5.702,7.88,87,27
1/29/2018 11:30,1.915,2.96,5.678,8.509,88,27.05
1/29/2018 12:00,2.027,3.23,6.048,8.399,80,27.05
1/29/2018 12:30,1.912,2.98,5.864,8.573,80,27.1
1/29/2018 13:00,2.062,3.29,6.005,8.801,85,27.1
1/29/2018 13:30,1.923,3.47,5.638,8.384,87,27.15
1/29/2018 14:00,1.835,3.39,5.424,8.159,81,27.15
1/29/2018 14:30,2.045,3.61,5.846,8.498,80,27.15
1/29/2018 15:00,1.919,3.68,5.782,8.798,83,27.1
1/29/2018 15:30,2.045,3.77,5.727,8.268,70,27.1
1/29/2018 16:00,1.843,2.68,5.847,9.357,80,27.15
1/29/2018 16:30,1.838,3.03,5.649,8.136,94,27.15
1/29/2018 17:00,1.959,2.95,5.932,8.477,90,27.15
1/29/2018 17:30,1.951,3.1,5.748,9.269,81,27.1
1/29/2018 18:00,1.754,3.04,5.575,9.165,78,27.1
1/29/2018 18:30,2.016,3.2,5.762,9.016,87,27.1
1/29/2018 19:00,2.015,3.56,5.842,8.332,81,27.1
1/29/2018 19:30,2.038,3.41,5.781,8.211,80,27.1
1/29/2018 20:00,2.219,3.42,6.336,8.961,85,27.1
1/29/2018 20:30,2.142,3.68,5.974,10.002,85,27.05
1/29/2018 21:00,2.095,3.62,5.842,8.865,90,27.1
1/29/2018 21:30,2.146,3.97,6.035,8.876,85,27.05
1/29/2018 22:00,2.159,4.07,5.934,9.343,87,27.05
1/29/2018 22:30,2.27,3.78,6.016,9.181,85,27.05
1/29/2018 23:00,2.256,3.17,6.383,9.261,84,27.05
1/29/2018 23:30,2.192,3.648,6.109,9.333,90,27.05
1/30/2018 0:00,2.226,3.255,6.433,8.558,85,27.05
1/30/2018 0:30,2.278,3.56,6.116,9.05,84,27.05
1/30/2018 1:00,2.16,3.42,6.103,9.731,87,27.05
1/30/2018 1:30,2.241,3.91,6.141,9.028,88,27.05
1/30/2018 2:00,2.381,3.89,6.493,8.928,84,27
1/30/2018 2:30,2.382,4.71,6.864,8.982,88,27
1/30/2018 3:00,2.141,3.36,6.227,8.911,88,27
1/30/2018 3:30,2.161,3.6,6.654,8.965,91,27
1/30/2018 4:00,2.25,3.938,6.1,8.537,90,27
1/30/2018 4:30,2.307,3.47,6.31,9.675,91,27
1/30/2018 5:00,2.308,4.13,6.105,9.932,95,27
1/30/2018 5:30,2.3,3.82,6.218,9.269,85,27
1/30/2018 6:00,2.276,3.71,6.356,9.744,85,27
1/30/2018 6:30,2.378,3.86,6.312,9.534,88,27
1/30/2018 7:00,2.168,4.153,6.524,9.355,91,27
1/30/2018 7:30,2.034,3.72,6.316,8.908,87,26.95
1/30/2018 8:00,2.094,4.24,6.32,9.082,94,26.95
1/30/2018 8:30,2.089,3.01,6.295,9.238,90,27
1/30/2018 9:00,2.069,3.5,6.275,9.295,92,27
1/30/2018 9:30,2.141,4.39,5.986,8.607,91,27
1/30/2018 10:00,2.008,2.79,6.273,9.764,80,27
1/30/2018 10:30,2.169,3.36,6.403,9.327,80,27
1/30/2018 11:00,1.972,3.33,6.14,9.243,91,27
1/30/2018 11:30,2.223,3.386,6.474,8.97,84,27
1/30/2018 12:00,2.094,3.35,6.291,9.316,87,27
1/30/2018 12:30,1.924,3.19,5.883,9.497,87,27
1/30/2018 13:00,1.946,2.82,5.995,10.244,81,27
1/30/2018 13:30,1.991,3.75,6.488,9.253,84,27
1/30/2018 14:00,1.925,2.88,6.228,9.579,90,27
1/30/2018 14:30,1.888,2.94,6.142,9.339,80,27
1/30/2018 15:00,2.039,3.23,6.5,9.75,88,27
1/30/2018 15:30,1.903,2.92,6.369,9.276,94,27.05
1/30/2018 16:00,1.766,3.24,6.048,9.325,88,27.05
1/30/2018 16:30,1.966,3.02,6.655,9.31,90,27.05
1/30/2018 17:00,1.895,2.81,6.297,9.082,88,27.05
1/30/2018 17:30,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1/30/2018 18:00,1.76,2.594,6.142,9.705,85,27.05
1/30/2018 18:30,1.776,2.87,6.131,9.659,83,27
1/30/2018 19:00,1.79,2.85,6.516,9.614,-99.9,-99.9
1/30/2018 19:30,1.751,2.71,6.634,9.728,88,27
1/30/2018 20:00,1.661,2.48,6.556,9.316,83,27
1/30/2018 20:30,1.47,2.56,5.997,9.73,95,27
1/30/2018 21:00,1.792,3.04,6.726,9.361,83,27
1/30/2018 21:30,1.569,2.64,6.598,9.541,84,27
1/30/2018 22:00,1.633,2.51,6.818,9.767,90,27
1/30/2018 22:30,1.717,2.9,6.6,9.754,91,27
1/30/2018 23:00,1.722,3.09,7.013,9.352,78,27
1/30/2018 23:30,1.576,2.35,7.096,9.588,80,27
1/31/2018 0:00,1.657,2.48,7.205,9.304,92,27
1/31/2018 0:30,1.72,2.67,7.209,9.258,87,27
1/31/2018 1:00,1.713,2.78,7.165,9.428,91,27
1/31/2018 1:30,1.708,3.25,6.924,8.996,88,27
1/31/2018 2:00,1.955,3.1,7.616,9.812,84,27
1/31/2018 2:30,1.905,3.24,7.498,10.78,78,27
1/31/2018 3:00,1.971,3.08,7.867,10.127,71,27
1/31/2018 3:30,2.117,3.7,7.8,9.733,73,26.95
1/31/2018 4:00,1.888,2.71,7.699,9.482,75,26.95
1/31/2018 4:30,1.911,3.81,7.537,9.403,71,26.95
1/31/2018 5:00,2.149,3.14,8.053,10.896,75,26.95
1/31/2018 5:30,2.185,3.29,7.985,10.227,73,26.95
1/31/2018 6:00,1.853,3.3,8.049,10.298,80,26.95
1/31/2018 6:30,2.03,3.06,8.685,10.241,77,26.95
1/31/2018 7:00,2.013,3.15,8.468,10.925,87,26.95
1/31/2018 7:30,2.031,3.78,7.908,10.78,73,26.95
1/31/2018 8:00,1.861,2.86,8.054,8.912,81,27
1/31/2018 8:30,2.101,3.48,8.32,10.273,83,27.05
1/31/2018 9:00,1.909,2.84,8.331,10.265,85,27.2
1/31/2018 9:30,2.033,3.05,8.418,11.339,91,27.5
1/31/2018 10:00,1.944,2.81,8.847,11.368,84,27.65
1/31/2018 10:30,1.946,3.57,8.53,10.691,74,27.65
1/31/2018 11:00,1.898,3.3,8.335,11.316,99,27.7
1/31/2018 11:30,1.871,3.56,8.471,11.147,88,27.65
1/31/2018 12:00,1.976,3.42,8.281,11.453,80,27.8
1/31/2018 12:30,1.993,2.82,8.693,11.393,85,27.7
1/31/2018 13:00,1.895,3.11,8.545,11.424,91,27.65
1/31/2018 13:30,1.829,3.43,7.225,10.869,88,27.55
1/31/2018 14:00,1.932,2.73,7.69,11.393,88,27.5
1/31/2018 14:30,2.086,3.23,8.194,10.821,92,27.5
1/31/2018 15:00,2.125,3.24,7.443,10.745,97,27.5
1/31/2018 15:30,2.246,3.54,8.182,10.848,92,27.5
1/31/2018 16:00,2.02,3.12,7.667,10.829,99,27.45
1/31/2018 16:30,1.918,3.25,7.094,11.369,90,27.4
1/31/2018 17:00,2.03,3.43,7.552,10.71,92,27.4
1/31/2018 17:30,1.973,2.85,7.816,11.401,99,27.3
1/31/2018 18:00,2.051,3.12,7.979,11.04,97,27.3
1/31/2018 18:30,1.987,3.96,7.841,11.429,88,27.25
1/31/2018 19:00,2.017,2.86,7.664,11.271,99,27.25
1/31/2018 19:30,2.057,3.78,7.966,10.846,99,27.25
1/31/2018 20:00,2.264,3.24,8.759,10.519,92,27.25
1/31/2018 20:30,2.02,3.41,8.11,11.413,91,27.25
1/31/2018 21:00,2.133,3.06,8.24,11.713,94,27.2
1/31/2018 21:30,2.086,3.18,7.719,10.297,98,27.2
1/31/2018 22:00,2.172,3.52,8.317,11.491,101,27.2
1/31/2018 22:30,2.09,3.69,8.351,11.434,98,27.2
1/31/2018 23:00,2.214,3.99,8.95,12.366,98,27.15
1/31/2018 23:30,2.019,3.68,8.491,11.556,106,27.15
02/01/2018 00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
02/01/2018 00:30,2.04,3.22,7.781,11.287,-99.9,-99.9
02/01/2018 01:00,2.32,3.93,7.47,12.115,101,27
02/01/2018 01:30,2.46,3.97,7.334,12.054,87,27
02/01/2018 02:00,2.192,3.857,6.472,11.694,83,27.05
02/01/2018 02:30,2.464,4.01,7.011,11.531,91,27.05
02/01/2018 03:00,2.394,5.3,6.727,11.958,85,27.1
02/01/2018 03:30,2.334,3.34,6.303,11.99,91,27.05
02/01/2018 04:00,2.609,4.34,6.768,12.842,91,27.05
02/01/2018 04:30,2.325,3.521,6.091,11.928,95,27.05
02/01/2018 05:00,2.214,3.629,6.111,12.127,88,27
02/01/2018 05:30,2.331,4.49,6.196,11.647,90,27
02/01/2018 06:00,2.223,3.45,6.233,10.955,97,27
02/01/2018 06:30,2.189,3.43,6.267,12.601,85,27
02/01/2018 07:00,2.193,3.637,6.096,12.215,105,26.95
02/01/2018 07:30,2.201,3.42,6.125,10.27,90,26.95
02/01/2018 08:00,2.327,4.582,5.948,5.983,92,26.95
02/01/2018 08:30,2.564,4.33,6.31,10.956,91,26.95
02/01/2018 09:00,2.608,4.28,6.479,10.897,92,26.95
02/01/2018 09:30,2.64,4.64,6.566,12.803,88,26.9
02/01/2018 10:00,2.373,3.764,6.205,12.139,91,26.9
02/01/2018 10:30,2.467,4.2,6.382,12.582,91,26.9
02/01/2018 11:00,2.384,3.851,6.243,12.42,87,26.9
02/01/2018 11:30,2.428,3.93,6.661,12.664,84,26.9
02/01/2018 12:00,2.366,3.48,6.527,12.142,88,26.9
02/01/2018 12:30,2.229,3.59,6.089,12.517,88,26.9
02/01/2018 13:00,2.292,3.69,6.46,12.177,87,26.9
02/01/2018 13:30,2.217,3.667,6.221,10.42,95,26.9
02/01/2018 14:00,2.231,4.154,6.11,11.578,75,26.95
02/01/2018 14:30,2.15,3.31,6.085,12.127,85,26.95
02/01/2018 15:00,2.145,3.532,6.084,10.851,97,26.95
02/01/2018 15:30,2.179,3.99,6.267,12.07,95,26.95
02/01/2018 16:00,2.226,3.383,6.206,11.425,91,26.95
02/01/2018 16:30,2.246,3.603,5.902,11.551,88,26.9
02/01/2018 17:00,2.441,4.089,6.417,11.54,97,26.9
02/01/2018 17:30,2.377,3.74,6.307,11.485,104,26.9
02/01/2018 18:00,2.444,3.95,6.531,11.458,104,26.9
02/01/2018 18:30,2.4,3.89,6.923,11.745,104,26.9
02/01/2018 19:00,2.42,3.57,6.398,11.269,102,26.9
02/01/2018 19:30,2.236,3.429,6.21,10.266,97,26.9
02/01/2018 20:00,2.246,3.37,6.518,10.939,92,26.9
02/01/2018 20:30,2.337,3.872,6.527,11.518,90,26.9
02/01/2018 21:00,2.404,3.97,6.292,11.058,98,26.9
02/01/2018 21:30,2.183,4.35,6.203,11.163,98,26.85
